,ID,START_DATE,END_DATE,TIMER_total,SYMBOL,EVALUATION_01,EVALUATION_02,EVALUATION_index,SATISFACTION,TRUST,OUTAGE_q01,OUTAGE_q02,OUTAGE_q03,OUTAGE_01,OUTAGE_02,OUTAGE_03,OUTAGE_long,AREA,CITY,CITY_short,GOV_EVALUATION,GOV_SATISFACTION,GOV_TRUST,GOV_ATTITUDES,INTEREST,GENDER,AGE,EDUCATION,INCOME,HOUSE,IDEOLOGY,IEC_ATTITUDES_first,IEC_ATTITUDES_second,IEC_ATTITUDES_third,IEC_ATTITUDES_fourth,MEKOROT_recognize,IROADS_recognize,EAPC_recognize,NTA_recognize,IEC_symbol_recognize,IEC_work,IEC_work_relative,IEC_work_01,IEC_debt,SYMBOL_not_recognize,TIMER_total_filter,IMC,MISSING,GUESS_filter
987,987,16/12/2015 15:04,16/12/2015 15:08,4,1,6,4,5,7,6,1,0,1,0,0,0,0,SHFELA,RAMAT GAN,RGN,0.5,0.5,0.5,0.5,0.75,1,29,0.857142857,0,1,0.5,EVALUATION_01,EVALUATION_02,TRUST,SATISFACTION,0,1,0,0,0,0,0,0,0,0,0,1,0,0
988,988,16/12/2015 15:04,16/12/2015 15:09,5,0,2,3,2.5,2,3,3,1,3,1,0.5,0.666666667,0,SHFELA,RISHON LEZION,RLZ,0.5,0.333333333,0.333333333,0.388888889,0.75,1,33,0.857142857,0,0,0.5,EVALUATION_02,SATISFACTION,TRUST,EVALUATION_01,1,1,0,0,0,0,0,0,0,0,0,0,0,0
989,989,16/12/2015 15:07,16/12/2015 15:10,3,2,5,5,5,5,5,1,5,1,0,0,0.5,1,OTHER,OTHER,OTHER,0.5,0.5,0.5,0.5,0.5,NA,19,0.428571429,0.5,1,0.5,EVALUATION_02,TRUST,EVALUATION_01,SATISFACTION,0,0,0,0,0,0,0,0,0,1,0,1,0,0
990,990,16/12/2015 15:05,16/12/2015 15:11,6,2,7,8,7.5,8,8,1,0,2,0,0,0.166666667,0,SHFELA,RAMAT GAN,RGN,0.833333333,0.666666667,0.666666667,0.722222222,1,0,33,1,0.75,0,0.8,TRUST,EVALUATION_02,EVALUATION_01,SATISFACTION,1,1,0,0,1,0,0,0,0,0,0,0,0,0
991,991,16/12/2015 15:05,16/12/2015 15:11,6,1,4,5,4.5,5,5,3,1,2,1,0.5,0.5,0,SHFELA,RAMAT GAN,RGN,0.333333333,0.5,0.5,0.444444444,0.75,0,46,0.714285714,0.5,1,0.6,EVALUATION_02,TRUST,SATISFACTION,EVALUATION_01,0,0,0,1,0,0,0,0,0,0,0,1,0,0
992,992,16/12/2015 15:06,16/12/2015 15:12,6,0,6,5,5.5,6,3,2,1,1,1,0.5,0.166666667,0,SHFELA,RAMAT GAN,RGN,0.166666667,0.166666667,0.166666667,0.166666667,1,0,62,1,0.75,1,0.2,TRUST,SATISFACTION,EVALUATION_01,EVALUATION_02,1,1,0,0,0,0,0,0,0,0,0,0,0,0
993,993,16/12/2015 15:07,16/12/2015 15:12,5,0,2,2,2,2,4,2,1,2,1,0.5,0.333333333,0,OTHER,OTHER,OTHER,0.166666667,0.166666667,0.166666667,0.166666667,0.5,1,23,0.428571429,0,0,0.8,TRUST,EVALUATION_01,SATISFACTION,EVALUATION_02,0,1,0,0,0,0,0,0,0,0,0,1,0,0
994,994,16/12/2015 15:09,16/12/2015 15:14,5,2,7,7,7,7,7,2,1,2,1,0.5,0.333333333,0,SHFELA,RAMAT GAN,RGN,0.333333333,0.666666667,0.5,0.5,0,0,34,0.857142857,0,1,0.6,EVALUATION_01,TRUST,EVALUATION_02,SATISFACTION,1,1,0,0,1,0,0,0,0,0,0,0,0,0
995,995,16/12/2015 15:11,16/12/2015 15:14,3,1,1,1,1,1,1,1,0,2,0,0,0.166666667,0,SHFELA,RAMAT GAN,RGN,0.333333333,0.333333333,0.333333333,0.333333333,1,1,33,1,0.5,0,0.2,TRUST,SATISFACTION,EVALUATION_01,EVALUATION_02,1,1,0,1,0,0,0,0,0,0,0,0,0,0
996,996,16/12/2015 15:07,16/12/2015 15:14,7,1,8,7,7.5,8,4,1,0,2,0,0,0.166666667,0,SHFELA,RAMAT GAN,RGN,0.5,0.5,0.166666667,0.388888889,0,1,48,0.571428571,0.25,1,0.4,EVALUATION_01,SATISFACTION,TRUST,EVALUATION_02,1,0,0,0,0,0,1,1,0,0,0,0,0,0
997,997,16/12/2015 15:11,16/12/2015 15:15,4,2,6,5,5.5,5,6,1,1,1,0,0,0.166666667,0,SHFELA,RAMAT GAN,RGN,0.5,0.5,0.5,0.5,0,0,45,0.428571429,0.75,1,0.5,EVALUATION_02,EVALUATION_01,TRUST,SATISFACTION,0,0,0,0,1,0,0,0,0,0,0,1,0,0
998,998,16/12/2015 15:09,16/12/2015 15:15,6,2,7,8,7.5,7,8,3,2,2,1,1,0.666666667,0,SHFELA,RAMAT GAN,RGN,0.5,0.5,0.5,0.5,0.75,1,46,0.571428571,0.25,1,0.7,TRUST,EVALUATION_02,EVALUATION_01,SATISFACTION,0,0,0,0,1,0,0,0,0,0,0,1,0,0
999,999,16/12/2015 15:08,16/12/2015 15:15,7,0,7,7,7,5,6,1,1,2,0,0,0.333333333,0,SHFELA,RAMAT GAN,RGN,0.333333333,0.333333333,0.333333333,0.333333333,0.75,1,49,0.857142857,0.5,1,0.4,EVALUATION_02,SATISFACTION,EVALUATION_01,TRUST,1,1,0,0,0,0,0,0,1,0,0,1,0,0
1000,1000,16/12/2015 15:13,16/12/2015 15:17,4,2,5,4,4.5,4,5,1,0,2,0,0,0.166666667,0,SHFELA,RAMAT GAN,RGN,0.166666667,0.166666667,0.333333333,0.222222222,0.75,0,33,0.857142857,0.25,0,0.5,EVALUATION_02,EVALUATION_01,SATISFACTION,TRUST,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1001,1001,16/12/2015 15:09,16/12/2015 15:18,9,0,8,7,7.5,9,6,1,0,1,0,0,0,0,SHFELA,RAMAT GAN,RGN,0.5,0.333333333,0.833333333,0.555555556,1,0,30,1,0,0,0.7,SATISFACTION,EVALUATION_01,TRUST,EVALUATION_02,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1002,1002,16/12/2015 15:11,16/12/2015 15:19,8,0,7,7,7,7,7,1,0,3,0,0,0.333333333,0,SHFELA,RAMAT GAN,RGN,0.333333333,0.333333333,0.166666667,0.277777778,0,0,35,0.571428571,0.25,1,0.7,TRUST,EVALUATION_01,SATISFACTION,EVALUATION_02,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1003,1003,16/12/2015 15:11,16/12/2015 15:20,9,2,2,2,2,4,2,2,4,2,1,1,0.666666667,1,SHFELA,RAMAT GAN,RGN,0.166666667,0.166666667,0.333333333,0.222222222,0.75,0,26,0.857142857,0,0,0.3,SATISFACTION,TRUST,EVALUATION_02,EVALUATION_01,1,1,0,0,1,0,0,0,1,0,0,0,0,0
1004,1004,16/12/2015 15:17,16/12/2015 15:21,4,1,3,3,3,3,3,2,2,1,1,1,0.333333333,0,SHFELA,RAMAT GAN,RGN,0.333333333,0.333333333,0.333333333,0.333333333,1,0,29,0.857142857,0.75,0,0.7,TRUST,EVALUATION_02,SATISFACTION,EVALUATION_01,0,1,0,1,0,0,0,0,0,0,0,1,0,0
1005,1005,16/12/2015 15:09,16/12/2015 15:22,13,1,5,5,5,5,1,1,0,2,0,0,0.166666667,0,OTHER,TEL AVIV,OTHER,0,0,0,0,1,0,39,0.428571429,0.25,0,0.1,SATISFACTION,TRUST,EVALUATION_02,EVALUATION_01,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1006,1006,16/12/2015 15:17,16/12/2015 15:23,6,0,6,6,6,8,2,3,2,3,1,1,0.833333333,0,SHFELA,RAMAT GAN,RGN,0.166666667,0.166666667,0,0.111111111,0,1,24,0.857142857,0.25,0,1,SATISFACTION,TRUST,EVALUATION_02,EVALUATION_01,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1007,1007,16/12/2015 15:19,16/12/2015 15:24,5,1,3,4,3.5,5,5,3,2,2,1,1,0.666666667,0,OTHER,OTHER,OTHER,0.333333333,0.333333333,0.333333333,0.333333333,0.75,1,31,1,0.5,1,0.5,EVALUATION_01,TRUST,SATISFACTION,EVALUATION_02,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1008,1008,16/12/2015 15:21,16/12/2015 15:25,4,2,1,7,4,2,4,1,0,1,0,0,0,0,SHFELA,RAMAT GAN,RGN,0.333333333,0.333333333,0.333333333,0.333333333,0,1,29,0.857142857,0,0,0.3,EVALUATION_02,TRUST,SATISFACTION,EVALUATION_01,1,1,0,0,1,0,0,0,0,0,0,1,0,0
1009,1009,16/12/2015 15:18,16/12/2015 15:25,7,1,4,5,4.5,5,5,1,0,1,0,0,0,0,SHFELA,RAMAT GAN,RGN,0.666666667,0.5,0.666666667,0.611111111,0.75,0,31,0.857142857,0.25,0,0.4,TRUST,SATISFACTION,EVALUATION_02,EVALUATION_01,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1010,1010,16/12/2015 15:18,16/12/2015 15:25,7,0,2,3,2.5,3,3,3,2,3,1,1,0.833333333,0,SHARON,RAANANA,RNA,0.333333333,0.5,0.333333333,0.388888889,0,1,20,0.714285714,1,0,0.3,EVALUATION_01,SATISFACTION,TRUST,EVALUATION_02,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1011,1011,16/12/2015 15:21,16/12/2015 15:26,5,2,3,3,3,6,3,3,1,1,1,0.5,0.333333333,0,SHFELA,RAMAT GAN,RGN,0.166666667,0.166666667,0.166666667,0.166666667,0.75,1,24,0.428571429,0.75,0,0.2,SATISFACTION,TRUST,EVALUATION_02,EVALUATION_01,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1012,1012,16/12/2015 15:12,16/12/2015 15:26,14,1,1,3,2,1,1,1,1,1,0,0,0.166666667,0,SHFELA,RAMAT GAN,RGN,0.333333333,0.333333333,0.333333333,0.333333333,1,1,28,0.857142857,0.25,0,1,SATISFACTION,TRUST,EVALUATION_02,EVALUATION_01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1013,1013,16/12/2015 15:19,16/12/2015 15:26,7,0,4,5,4.5,5,5,2,1,1,1,0.5,0.166666667,0,SHFELA,RAMAT GAN,RGN,0.333333333,0.333333333,0.333333333,0.333333333,0,1,21,0.428571429,1,0,0.5,TRUST,SATISFACTION,EVALUATION_01,EVALUATION_02,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1014,1014,16/12/2015 15:18,16/12/2015 15:27,9,2,6,6,6,8,8,3,2,2,1,1,0.666666667,0,SHFELA,RAMAT GAN,RGN,0.166666667,0.166666667,0.166666667,0.166666667,1,0,61,0.857142857,0.25,1,1,SATISFACTION,TRUST,EVALUATION_01,EVALUATION_02,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1015,1015,16/12/2015 15:22,16/12/2015 15:27,5,1,7,6,6.5,4,5,2,1,3,1,0.5,0.5,0,SHFELA,RAMAT GAN,RGN,0.333333333,0.5,0.166666667,0.333333333,0.75,1,46,0.857142857,0,0,0.4,EVALUATION_01,EVALUATION_02,SATISFACTION,TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1016,1016,16/12/2015 15:24,16/12/2015 15:30,6,1,7,8,7.5,7,8,1,0,1,0,0,0,0,SHFELA,RAMAT GAN,RGN,0.333333333,0.333333333,0.166666667,0.277777778,0.75,0,46,0.857142857,0.75,1,0.2,EVALUATION_02,SATISFACTION,EVALUATION_01,TRUST,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1017,1017,16/12/2015 15:27,16/12/2015 15:31,4,1,5,6,5.5,4,5,2,1,2,1,0.5,0.333333333,0,OTHER,OTHER,OTHER,0.166666667,0.333333333,0.166666667,0.222222222,0.75,0,27,0.285714286,0.5,1,0.7,TRUST,EVALUATION_02,SATISFACTION,EVALUATION_01,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1018,1018,16/12/2015 15:26,16/12/2015 15:31,5,2,8,8,8,5,8,1,0,1,0,0,0,0,SHFELA,RAMAT GAN,RGN,0.333333333,0.333333333,0.333333333,0.333333333,0.75,1,45,0.857142857,0.25,0,0.3,TRUST,EVALUATION_02,SATISFACTION,EVALUATION_01,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1019,1019,16/12/2015 15:28,16/12/2015 15:31,3,0,3,3,3,2,2,1,2,1,0,0,0.333333333,0,OTHER,HULON,OTHER,0.5,0.666666667,0.5,0.555555556,0.75,1,38,0.428571429,0.5,1,0.5,EVALUATION_01,EVALUATION_02,SATISFACTION,TRUST,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1020,1020,16/12/2015 15:25,16/12/2015 15:31,6,2,2,2,2,2,2,3,1,3,1,0.5,0.666666667,0,SHFELA,RAMAT GAN,RGN,0.166666667,0,0,0.055555556,1,0,43,0.857142857,1,1,0.4,EVALUATION_01,SATISFACTION,TRUST,EVALUATION_02,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1021,1021,16/12/2015 15:20,16/12/2015 15:33,13,0,6,4,5,5,6,2,1,1,1,0.5,0.166666667,0,OTHER,OTHER,OTHER,0.333333333,0.5,0.5,0.444444444,0,0,31,0.428571429,0,0,0.5,EVALUATION_02,SATISFACTION,EVALUATION_01,TRUST,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1022,1022,16/12/2015 15:30,16/12/2015 15:34,4,0,3,8,5.5,8,9,1,0,1,0,0,0,0,SHFELA,RAMAT GAN,RGN,0.166666667,0.166666667,0.166666667,0.166666667,0.75,1,29,0.857142857,0.75,0,0.8,EVALUATION_02,SATISFACTION,TRUST,EVALUATION_01,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1023,1023,16/12/2015 15:28,16/12/2015 15:34,6,2,6,4,5,6,4,2,1,1,1,0.5,0.166666667,0,SHFELA,RAMAT GAN,RGN,0.166666667,0.166666667,0.333333333,0.222222222,0,1,35,0.714285714,0,0,0.5,EVALUATION_02,TRUST,EVALUATION_01,SATISFACTION,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1024,1024,16/12/2015 15:31,16/12/2015 15:34,3,1,1,1,1,1,1,2,1,2,1,0.5,0.333333333,0,OTHER,GIVATAIM,OTHER,0.5,0.333333333,0.166666667,0.333333333,1,1,24,1,0,0,0,SATISFACTION,EVALUATION_01,TRUST,EVALUATION_02,1,1,0,1,0,0,0,0,0,0,0,1,0,0
1025,1025,16/12/2015 15:30,16/12/2015 15:35,5,2,5,5,5,5,5,1,0,2,0,0,0.166666667,0,SHFELA,RAMAT GAN,RGN,0.166666667,0,0.666666667,0.277777778,0,0,62,0.428571429,0.25,1,0.4,EVALUATION_01,EVALUATION_02,SATISFACTION,TRUST,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1026,1026,16/12/2015 15:31,16/12/2015 15:36,5,2,8,6,7,8,7,2,1,3,1,0.5,0.5,0,SHFELA,RAMAT GAN,RGN,0.333333333,0.5,0.666666667,0.5,0.75,1,30,0.857142857,0,0,0.4,TRUST,EVALUATION_01,SATISFACTION,EVALUATION_02,0,1,0,0,1,0,1,1,0,0,0,0,0,0
1027,1027,16/12/2015 15:27,16/12/2015 15:36,9,1,7,6,6.5,5,4,1,0,2,0,0,0.166666667,0,OTHER,OTHER,OTHER,0.666666667,0.5,0.666666667,0.611111111,0.75,1,20,0.714285714,0.5,0,0.7,SATISFACTION,TRUST,EVALUATION_01,EVALUATION_02,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1028,1028,16/12/2015 15:27,16/12/2015 15:36,9,0,10,10,10,10,10,2,1,2,1,0.5,0.333333333,0,SHFELA,RAMAT GAN,RGN,0.5,0.5,0.666666667,0.555555556,1,0,62,0.571428571,0,1,0.7,SATISFACTION,EVALUATION_01,TRUST,EVALUATION_02,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1029,1029,16/12/2015 15:31,16/12/2015 15:37,6,2,6,7,6.5,5,5,1,0,1,0,0,0,0,SHFELA,RAMAT GAN,RGN,0,0,0,0,0,1,22,0.428571429,0.75,0,0.8,EVALUATION_02,TRUST,EVALUATION_01,SATISFACTION,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1030,1030,16/12/2015 15:30,16/12/2015 15:37,7,1,2,2,2,3,1,1,0,1,0,0,0,0,SHFELA,RAMAT GAN,RGN,0.166666667,0.166666667,0.333333333,0.222222222,0,1,26,0.857142857,0.25,0,0.6,SATISFACTION,EVALUATION_01,EVALUATION_02,TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1031,1031,16/12/2015 15:34,16/12/2015 15:38,4,0,4,3,3.5,3,4,3,2,2,1,1,0.666666667,0,SHFELA,RAMAT GAN,RGN,0.166666667,0.166666667,0,0.111111111,0.75,0,33,1,0.5,1,0.2,TRUST,EVALUATION_01,EVALUATION_02,SATISFACTION,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1032,1032,16/12/2015 15:32,16/12/2015 15:38,6,1,8,7,7.5,8,6,1,0,1,0,0,0,0,SHFELA,RAMAT GAN,RGN,0.166666667,0.166666667,0.333333333,0.222222222,0,0,27,0.857142857,0.75,1,0.6,EVALUATION_02,EVALUATION_01,SATISFACTION,TRUST,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1033,1033,16/12/2015 15:29,16/12/2015 15:38,9,0,6,6,6,6,6,1,0,2,0,0,0.166666667,0,SHFELA,RAMAT GAN,RGN,0.333333333,0.333333333,0.333333333,0.333333333,0.75,1,29,0.285714286,0.5,1,0.5,TRUST,EVALUATION_01,SATISFACTION,EVALUATION_02,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1034,1034,16/12/2015 15:33,16/12/2015 15:38,5,2,4,4,4,4,2,3,1,3,1,0.5,0.666666667,0,SHFELA,RAMAT GAN,RGN,0.166666667,0.166666667,0.166666667,0.166666667,0,0,35,0.857142857,0.25,0,0.2,EVALUATION_02,TRUST,SATISFACTION,EVALUATION_01,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1035,1035,16/12/2015 15:35,16/12/2015 15:39,4,1,5,4,4.5,5,3,3,1,3,1,0.5,0.666666667,0,SHFELA,RAMAT GAN,RGN,0.333333333,0.166666667,0.166666667,0.222222222,1,1,28,0.857142857,0.75,0,0.9,TRUST,EVALUATION_01,SATISFACTION,EVALUATION_02,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1036,1036,16/12/2015 15:09,16/12/2015 15:39,30,0,4,4,4,4,4,1,0,2,0,0,0.166666667,0,SHFELA,RAMAT GAN,RGN,0.333333333,0.166666667,0.333333333,0.277777778,1,1,45,0.857142857,0.75,1,0.3,EVALUATION_01,SATISFACTION,TRUST,EVALUATION_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1037,1037,16/12/2015 15:31,16/12/2015 15:39,8,0,4,4,4,6,2,3,3,1,1,1,0.5,1,SHFELA,RAMAT GAN,RGN,0.5,0.5,0.666666667,0.555555556,1,0,27,0.714285714,0.5,0,0.6,EVALUATION_01,SATISFACTION,EVALUATION_02,TRUST,1,1,1,0,0,0,0,0,0,0,0,1,0,0
1038,1038,16/12/2015 15:30,16/12/2015 15:40,10,2,4,4,4,4,3,3,3,3,1,1,0.833333333,1,SHFELA,RAMAT GAN,RGN,0,0,0,0,1,0,59,0.857142857,0.5,1,0.4,EVALUATION_01,EVALUATION_02,SATISFACTION,TRUST,1,1,0,0,1,0,0,0,0,0,0,1,0,0
1039,1039,16/12/2015 15:34,16/12/2015 15:40,6,1,7,8,7.5,6,8,1,0,2,0,0,0.166666667,0,SHFELA,RAMAT GAN,RGN,0.333333333,0.5,0.333333333,0.388888889,0,0,35,0.857142857,0,0,0.4,TRUST,EVALUATION_02,EVALUATION_01,SATISFACTION,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1040,1040,16/12/2015 15:34,16/12/2015 15:40,6,2,6,4,5,3,2,3,2,2,1,1,0.666666667,0,SHFELA,RAMAT GAN,RGN,0.333333333,0.333333333,0.333333333,0.333333333,0,0,37,0.571428571,0.5,1,0.3,EVALUATION_01,EVALUATION_02,TRUST,SATISFACTION,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1041,1041,16/12/2015 15:32,16/12/2015 15:40,8,1,9,9,9,9,9,2,1,2,1,0.5,0.333333333,0,SHFELA,RAMAT GAN,RGN,0.833333333,1,0.833333333,0.888888889,1,1,55,0.428571429,0,1,0.9,SATISFACTION,TRUST,EVALUATION_02,EVALUATION_01,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1042,1042,16/12/2015 15:39,16/12/2015 15:43,4,1,4,4,4,4,2,1,0,1,0,0,0,0,SHFELA,RAMAT GAN,RGN,0.333333333,0.333333333,0.166666667,0.277777778,1,0,30,0.857142857,0.75,0,0.4,TRUST,EVALUATION_01,EVALUATION_02,SATISFACTION,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1043,1043,16/12/2015 15:37,16/12/2015 15:45,8,2,4,4,4,3,2,3,1,3,1,0.5,0.666666667,0,SHFELA,RAMAT GAN,RGN,0,0,0.166666667,0.055555556,0.75,1,30,1,0.75,0,0.7,EVALUATION_01,SATISFACTION,EVALUATION_02,TRUST,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1044,1044,16/12/2015 15:37,16/12/2015 15:45,8,2,4,6,5,7,6,2,1,3,1,0.5,0.5,0,SHFELA,RAMAT GAN,RGN,0.166666667,0.333333333,0.333333333,0.277777778,1,0,53,0.857142857,0.25,1,0.8,SATISFACTION,EVALUATION_02,TRUST,EVALUATION_01,1,1,0,0,1,0,0,0,0,0,0,1,0,0
1045,1045,16/12/2015 15:37,16/12/2015 15:46,9,0,8,7,7.5,7,8,2,1,2,1,0.5,0.333333333,0,SHFELA,NES TZIONA,NTZ,0.166666667,0.333333333,0.333333333,0.277777778,0,0,23,0.857142857,0.25,0,0.7,EVALUATION_02,TRUST,SATISFACTION,EVALUATION_01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1046,1046,16/12/2015 15:38,16/12/2015 15:47,9,0,6,2,4,4,4,1,0,3,0,0,0.333333333,0,SHFELA,RAMAT GAN,RGN,0.166666667,0.166666667,0.166666667,0.166666667,0.75,1,27,0.428571429,0.5,0,0.4,TRUST,EVALUATION_01,SATISFACTION,EVALUATION_02,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1047,1047,16/12/2015 15:38,16/12/2015 15:47,9,1,5,4,4.5,7,2,1,0,2,0,0,0.166666667,0,SHFELA,RAMAT GAN,RGN,0,0.333333333,0.166666667,0.166666667,0,1,46,0.857142857,0.5,0,0.3,TRUST,EVALUATION_01,SATISFACTION,EVALUATION_02,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1048,1048,16/12/2015 15:34,16/12/2015 15:47,13,0,8,9,8.5,9,6,2,1,1,1,0.5,0.166666667,0,SHFELA,RAMAT GAN,RGN,0.166666667,0.166666667,0,0.111111111,1,0,42,0.857142857,0.75,0,0.3,EVALUATION_01,SATISFACTION,EVALUATION_02,TRUST,1,1,1,0,0,0,0,0,0,0,0,1,0,0
1049,1049,16/12/2015 15:42,16/12/2015 15:47,5,2,1,1,1,1,1,3,4,3,1,1,1,1,SHFELA,RAMAT GAN,RGN,0,0,0,0,1,0,29,0.857142857,0.5,0,0.3,EVALUATION_02,TRUST,SATISFACTION,EVALUATION_01,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1050,1050,16/12/2015 15:44,16/12/2015 15:48,4,1,5,5,5,6,6,2,2,2,1,1,0.5,0,SHFELA,RAMAT GAN,RGN,0.333333333,0.333333333,0.333333333,0.333333333,0,0,35,0.857142857,0.5,0,0.6,SATISFACTION,TRUST,EVALUATION_01,EVALUATION_02,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1051,1051,16/12/2015 15:45,16/12/2015 15:50,5,2,9,9,9,9,3,1,0,1,0,0,0,0,SHFELA,RAMAT GAN,RGN,0.166666667,0.166666667,0.166666667,0.166666667,1,0,52,0.428571429,0.5,1,0.9,TRUST,EVALUATION_02,EVALUATION_01,SATISFACTION,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1052,1052,16/12/2015 15:47,16/12/2015 15:51,4,1,1,2,1.5,2,3,1,0,2,0,0,0.166666667,0,SHFELA,RAMAT GAN,RGN,0.333333333,0.166666667,0.333333333,0.277777778,0.75,0,37,1,1,0,0.6,TRUST,SATISFACTION,EVALUATION_02,EVALUATION_01,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1053,1053,16/12/2015 15:41,16/12/2015 15:51,10,0,6,8,7,8,6,1,0,2,0,0,0.166666667,0,SHFELA,RAMAT GAN,RGN,0,0,0,0,0,1,42,0.857142857,0.5,0,0.2,EVALUATION_02,SATISFACTION,EVALUATION_01,TRUST,0,1,1,0,0,0,1,1,0,0,0,0,0,0
1054,1054,16/12/2015 15:49,16/12/2015 15:53,4,0,1,1,1,1,1,2,1,2,1,0.5,0.333333333,0,SHFELA,RAMAT GAN,RGN,0,0,0,0,0,1,49,0.571428571,0.5,1,0.1,TRUST,EVALUATION_02,EVALUATION_01,SATISFACTION,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1055,1055,16/12/2015 15:44,16/12/2015 15:54,10,2,3,5,4,5,4,2,1,3,1,0.5,0.5,0,SHFELA,RAMAT GAN,RGN,0.666666667,0.666666667,0.833333333,0.722222222,0,0,25,0.571428571,0,0,0.5,EVALUATION_02,TRUST,SATISFACTION,EVALUATION_01,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1056,1056,16/12/2015 15:50,16/12/2015 15:55,5,1,6,5,5.5,6,6,1,0,2,0,0,0.166666667,0,SHFELA,RAMAT GAN,RGN,0.166666667,0.333333333,0.166666667,0.222222222,0.75,1,25,0.857142857,0.5,0,0.7,TRUST,SATISFACTION,EVALUATION_02,EVALUATION_01,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1057,1057,16/12/2015 15:50,16/12/2015 15:56,6,2,1,2,1.5,2,2,1,0,2,0,0,0.166666667,0,OTHER,TEL AVIV,OTHER,0.166666667,0.166666667,0.166666667,0.166666667,0.75,1,41,1,0.5,1,0.4,TRUST,EVALUATION_01,SATISFACTION,EVALUATION_02,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1058,1058,16/12/2015 15:48,16/12/2015 15:57,9,0,7,7,7,7,4,2,1,2,1,0.5,0.333333333,0,SHFELA,RAMAT GAN,RGN,0.5,0.5,0.5,0.5,0.75,1,59,0.857142857,0.75,1,0.8,EVALUATION_02,TRUST,SATISFACTION,EVALUATION_01,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1059,1059,16/12/2015 15:53,16/12/2015 15:58,5,1,2,3,2.5,3,1,2,2,2,1,1,0.5,0,SHFELA,RAMAT GAN,RGN,0.333333333,0.333333333,0,0.222222222,0,1,40,0.714285714,0,0,0.1,EVALUATION_01,SATISFACTION,EVALUATION_02,TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1060,1060,16/12/2015 15:53,16/12/2015 16:00,7,2,9,8,8.5,9,7,1,0,1,0,0,0,0,OTHER,JERUSALEM,OTHER,0.5,0.5,0.5,0.5,0.75,1,26,1,0.25,0,0.7,EVALUATION_02,SATISFACTION,EVALUATION_01,TRUST,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1061,1061,16/12/2015 15:53,16/12/2015 16:01,8,0,6,6,6,5,6,2,1,2,1,0.5,0.333333333,0,SHFELA,RAMAT GAN,RGN,0.666666667,0.666666667,0.666666667,0.666666667,0.75,1,29,0.428571429,0.25,0,0.6,TRUST,SATISFACTION,EVALUATION_01,EVALUATION_02,1,0,1,0,0,0,0,0,0,0,0,1,0,0
